Title,Channel,Views,Likes,Comments,Hashtags_Count,Caption_Length,Posting_Hour,Video_Link,Title_Clean,Like_Rate,Comment_Rate,Engagement_Score
जन्मे है हनुमान प्यारे | Janme Hai Hanuman Pyaare | Hanuman Jayanti Special | Hanuman Bhajan,Soulful Morning Bhajans ,73536,621,26,3,3165,1,https://www.youtube.com/watch?v=KRBGj6IWNmE,जनम ह हनमन पयर Janme Hai Hanuman Pyaare Hanuman Jayanti Special Hanuman Bhajan,0.8444843342036554,0.0353568320278503,0.915197998259356
Backrooms | Official Trailer HD | A24,A24,9280693,432394,22013,0,849,15,https://www.youtube.com/watch?v=0HjdiohVOik,Backrooms Official Trailer HD A24,4.659070179349753,0.23719133905194364,5.13345285745364
Franklin Tested CRAZY Cars on 799FT Drop  Which Car Survives? | GTA 5 Telugu | Dhanu Dino,DHANU DINO,154936,3793,116,20,672,10,https://www.youtube.com/watch?v=-WuY3pgm2Es,Franklin Tested CRAZY Cars on 799FT Drop Which Car Survives? GTA 5 Telugu Dhanu Dino,2.4481076057210718,0.07486962358651314,2.597846852894098
चुन्नी में चुन्नी में परफ्यूम लगावे चुन्नी म ~chunni mein chunni mein~ Sonam gujari Love Kush Meena,Khatu Bhakti Sagar,269818,907,21,39,4952,3,https://www.youtube.com/watch?v=tx1BzLBHxeU,चनन म चनन म परफयम लगव चनन म chunni mein chunni mein Sonam gujari Love Kush Meena,0.3361525176229903,0.007783024112549941,0.3517185658480902
😱 Ramayana Trailer Breakdown | Hidden Details You MISSED! (Namit Malhotra),Movies bolt,39973,1931,217,10,1693,7,https://www.youtube.com/watch?v=2diCFay7Ggo,Ramayana Trailer Breakdown Hidden Details You MISSED! Namit Malhotra,4.830760763515373,0.5428664348435194,5.916493633202412
Franklin & Shinchan Build Hidden Secret Bunker Inside Franklin’s Bed! 🛏️🕳️ | GTA 5,WasimByte,115132,1176,29,25,1144,6,https://www.youtube.com/watch?v=eMsePYPZ7hM,Franklin Shinchan Build Hidden Secret Bunker Inside Franklins Bed! GTA 5,1.0214362644616615,0.025188479310704236,1.07181322308307
गुरुवार के दिन अपने घर में ये सुंदरकाण्ड पाठ चलाकर रख देना सभी दुःख दर्द सभी परेशानी जड़ से खत्म,Sampurn Sundarkand Path,142768,1505,132,15,1553,22,https://www.youtube.com/watch?v=sEo-jNxlIr0,गरवर क दन अपन घर म य सदरकणड पठ चलकर रख दन सभ दख दरद सभ परशन जड स खतम,1.0541577944637452,0.0924576936008069,1.239073181665359
Supergirl Tamil Trailer 2 Breakdown (தமிழ்),Mokka Commentry,51019,3563,137,3,947,7,https://www.youtube.com/watch?v=PabymHVoGgo,Supergirl Tamil Trailer 2 Breakdown தமழ,6.983672749367882,0.26852741135655345,7.520727572080989
GTA V : Franklin And Shinchan Opened NEW BILLIONAIRE CAR SHOWROOM In GTA 5 Telugu |#gta5,MR DOMI,205511,3799,219,58,3457,7,https://www.youtube.com/watch?v=esMSt3lEkCw,GTA V Franklin And Shinchan Opened NEW BILLIONAIRE CAR SHOWROOM In GTA 5 Telugu #gta5,1.8485628506503302,0.10656363892930305,2.0616901285089364
Hanuman Palna हनुमान पाळणा - Jo Bala Jo Jo Re Jo | हनुमानाची गाणी Hanuman Chi Gani | Hanuman Song,Nova Marathi Bhakti,147444,657,29,3,4245,1,https://www.youtube.com/watch?v=hX0_YDWVdd4,Hanuman Palna हनमन पळण - Jo Bala Jo Jo Re Jo हनमनच गण Hanuman Chi Gani Hanuman Song,0.4455929030682836,0.01966848430590597,0.48492987168009555
🔴Ramayana Teaser Reaction | Man of Fiction Reacts,Man of Fiction Reacts,46713,1657,50,3,596,4,https://www.youtube.com/watch?v=UNIT0t___Hs,Ramayana Teaser Reaction Man of Fiction Reacts,3.547192430372701,0.10703658510478882,3.7612656005822784
Aaja 1v1 Ep 2 ft. Legend vs Mafia | iQOO OGXTSG vs iQOO Total Gaming 🔥,Free Fire MAX Esports India Official,90114,12147,490,0,356,12,https://www.youtube.com/watch?v=YzHTmqFgAhI,Aaja 1v1 Ep 2 ft. Legend vs Mafia iQOO OGXTSG vs iQOO Total Gaming,13.479592516146216,0.5437556872406064,14.567103890627429
#Video #रंगदारी | बन गेलिऔ शिकारी | #Raushan Rohi & #Srishti Bharti | #Jyoti | #Maghi Rangdari Song,Ravi Records,155968,11222,441,0,791,1,https://www.youtube.com/watch?v=iDawR6I_m78,#Video #रगदर बन गलऔ शकर #Raushan Rohi #Srishti Bharti #Jyoti #Maghi Rangdari Song,7.19506565449323,0.28275030775543697,7.760566270004103
Kathanar Trailer Reaction | Jayasurya | Anushka Shetty | Rojin Thomas,Parbrahm Singh,40172,2255,224,0,630,11,https://www.youtube.com/watch?v=STr4Ed8ic_s,Kathanar Trailer Reaction Jayasurya Anushka Shetty Rojin Thomas,5.613362541073384,0.5576023100667131,6.72856716120681
BACK TO BOOTCAMP | LETS TALK | ROAD TO 900K | ZGOD | BGMI,ZGOD GAMING,263440,18205,62,4,911,12,https://www.youtube.com/watch?v=YBE5V0AZhW4,BACK TO BOOTCAMP LETS TALK ROAD TO 900K ZGOD BGMI,6.910491952626783,0.023534770725781962,6.957561494078347
BTS (방탄소년단) 'SWIM' Live Clip II. (Swimming Pool ver.),BANGTANTV,6422587,1047875,48625,0,371,11,https://www.youtube.com/watch?v=om6HdemgTKQ,BTS 'SWIM' Live Clip II. Swimming Pool ver.,16.315466026384694,0.7570936758038467,17.829653377992386
Kathanar Trailer Reaction | Jayasurya Anushka Shetty Rojin Thomas Gokulam Gopalan @UnniVlogs,Unni Vlogs Cinephile,107276,3286,305,21,1534,8,https://www.youtube.com/watch?v=Ob2Q5A146Fk,Kathanar Trailer Reaction Jayasurya Anushka Shetty Rojin Thomas Gokulam Gopalan,3.063126887654275,0.2843133599313919,3.6317536075170587
Franklin Finally Find Shinchan SECRET BASE & Destroyed it😱 Most Shocking Life Story,Happy Gamer,108180,1220,27,8,1457,10,https://www.youtube.com/watch?v=RXYP65FMsm0,Franklin Finally Find Shinchan SECRET BASE Destroyed it Most Shocking Life Story,1.1277500462192642,0.02495840266222962,1.1776668515437234
Muddu Magale Video Song | Love Mocktail-3 | Darling Krishna | Vijay Prakash | Nakul Abhaynkar,Anand Audio,151359,2766,48,18,4098,10,https://www.youtube.com/watch?v=AwoEgbnKbTs,Muddu Magale Video Song Love Mocktail-3 Darling Krishna Vijay Prakash Nakul Abhaynkar,1.8274433631300417,0.03171268309119378,1.8908687293124293
AWARAPAN 2 - Trailer (2026) | Emraan Hashmi | Disha Patani | Shriya Saran | Awarapan Full Movie,Uncut Cinema,122264,689,28,4,1741,10,https://www.youtube.com/watch?v=tDj1l66S4ls,AWARAPAN 2 - Trailer 2026 Emraan Hashmi Disha Patani Shriya Saran Awarapan Full Movie,0.5635346463390696,0.022901262841065237,0.6093371720212001
SHINCHAN BECOME BILLIONAIRE AND FRANKLIN BECOME POOR IN GTA 5,KL Fun Gaming,49013,0,19,0,1092,6,https://www.youtube.com/watch?v=dOz20zfVr3c,SHINCHAN BECOME BILLIONAIRE AND FRANKLIN BECOME POOR IN GTA 5,0.0,0.03876522555240446,0.07753045110480893
"Hanuman Janmotsav 2026, श्री हनुमान जन्मोत्सव,Hanuman Jayanti, Hanuman Chalisa, Ashtak, Bajrang Baan",T-Series Bhakti Sagar,127647,1574,159,17,4413,0,https://www.youtube.com/watch?v=VJ6ipQCs_PA,"Hanuman Janmotsav 2026, शर हनमन जनमतसव,Hanuman Jayanti, Hanuman Chalisa, Ashtak, Bajrang Baan",1.2330881258470625,0.12456226938353428,1.4822126646141311
Kathanar Official Trailer Reaction | Jayasurya Mohanlal Anushka Shetty Rojin | Entertainment Kizhi,Entertainment Kizhi,62202,3169,405,6,78,9,https://www.youtube.com/watch?v=k7XId1Uxw-w,Kathanar Official Trailer Reaction Jayasurya Mohanlal Anushka Shetty Rojin Entertainment Kizhi,5.094691489019645,0.6511044660943378,6.396900421208321
April Fool Went WRONG 😱 Franklin Turned Into a Bear! | GTA 5 Malayalam,The Mallu Don,54833,590,35,6,545,3,https://www.youtube.com/watch?v=922En0dw5_E,April Fool Went WRONG Franklin Turned Into a Bear! GTA 5 Malayalam,1.0759943829445773,0.06383017525942407,1.2036547334634253
O Bou ft.papu puja | Ajoy Boro Kd rabha | Aftab | Kasturi Pulak Nixasor |Official Comedy Music video,Pulak Nixasor,114766,9798,472,0,571,10,https://www.youtube.com/watch?v=yrah66FuGt0,O Bou ft.papu puja Ajoy Boro Kd rabha Aftab Kasturi Pulak Nixasor Official Comedy Music video,8.537371695449872,0.41127163097084507,9.359914957391563
"RAM NAAM SATYA || Movie Official Trailer 2026 || Biraj Bhatta, Sunil Thapa, Sushil, Aayush, Supuspa",OSR Digital,399760,23876,2459,26,4117,7,https://www.youtube.com/watch?v=wYWiv8qbhj8,"RAM NAAM SATYA Movie Official Trailer 2026 Biraj Bhatta, Sunil Thapa, Sushil, Aayush, Supuspa",5.972583550130079,0.6151190714428657,7.20282169301581
ROAD TO 1.5 MILLION #iQOO #iQOO15,JokerKiHaveli,170776,13102,16,7,1151,20,https://www.youtube.com/watch?v=hxDGABNiQzI,ROAD TO 1.5 MILLION #iQOO #iQOO15,7.672038225511782,0.009368997985665433,7.690776221483113
हनुमान जन्मोत्सव स्पेशल भजन | Hanuman Janmotsav Bhajan | Hanuman Janmotsanv 2026 | Hanuman Jayanti,Bhakti Pravah,40089,271,19,68,2150,23,https://www.youtube.com/watch?v=-tgUJ6SK26o,हनमन जनमतसव सपशल भजन Hanuman Janmotsav Bhajan Hanuman Janmotsanv 2026 Hanuman Jayanti,0.6759959091022475,0.047394547132629895,0.7707850033675073
Raja Shivaji Teaser Review,City Lights Marathi,40550,1893,1041,0,1454,4,https://www.youtube.com/watch?v=foCtxfcRMKM,Raja Shivaji Teaser Review,4.668310727496918,2.567200986436498,9.802712700369913
आज होगा Business Deals का फैसला | TLRP,shreeman legend live,99312,10877,20,1,2991,21,https://www.youtube.com/watch?v=jdqKILFXK7M,आज हग Business Deals क फसल TLRP,10.952352183019173,0.020138553246334782,10.992629289511843
Jailkhanwa Leli Janwa (जेलखनवा लेली जनवा) | JAILSTAR Movie Song | Raushan Rohi | Official Video 2026,Bhumi Original,51167,12029,819,15,1105,0,https://www.youtube.com/watch?v=iTss4V84Rkw,Jailkhanwa Leli Janwa जलखनव लल जनव JAILSTAR Movie Song Raushan Rohi Official Video 2026,23.509293099067758,1.6006410381691323,26.71057517540602
Ramayana Teaser Breakdown | Parshuram Attack & Kaikeyi's Secret War | Hidden Details | Filmi Prem,Filmi Prem,40428,2036,290,9,2630,13,https://www.youtube.com/watch?v=26nlqiOG5v0,Ramayana Teaser Breakdown Parshuram Attack Kaikeyi's Secret War Hidden Details Filmi Prem,5.036113584644306,0.7173246264964875,6.470762837637281
Top 1 Heroic to Grandmaster Free Fire Live Rank Push #freefirelive #freefire,AAWARI GAMER,256816,4540,2,126,3800,18,https://www.youtube.com/watch?v=WUxAWQLicr8,Top 1 Heroic to Grandmaster Free Fire Live Rank Push #freefirelive #freefire,1.767802629119681,0.0007787676780262911,1.7693601644757335
#Video | सड़िया करिया | Ankush Raja | Sadiya Kariya | Karishma Kakkar | Viral Bhojpuri Song,Sanehiya Music,22556,97,5,7,1036,10,https://www.youtube.com/watch?v=JBtjd2lNZPE,#Video सड़य करय Ankush Raja Sadiya Kariya Karishma Kakkar Viral Bhojpuri Song,0.4300407873736478,0.022167050895548854,0.4743748891647455
TULSI VIVAH I तुलसी विवाह I SANJANA PANDEY I GOLU TIWARI I OFFICIAL TRAILER INEW BHOJPURI MOVIE 2026,B4U Bhojpuri,1723212,7456,90,11,2841,2,https://www.youtube.com/watch?v=eG17Cbc9U9g,TULSI VIVAH I तलस ववह I SANJANA PANDEY I GOLU TIWARI I OFFICIAL TRAILER INEW BHOJPURI MOVIE 2026,0.43268036666411325,0.005222804855119393,0.443125976374352
Big Sank Game Fast Speed Special Day 107 Play 125 #shorta,SHIVAM S LIVE,647850,589,0,3,78,17,https://www.youtube.com/watch?v=o1vA5x71WsQ,Big Sank Game Fast Speed Special Day 107 Play 125 #shorta,0.09091610712356255,0.0,0.09091610712356255
श्री हनुमान चालीसा 🌺🙏 shree hanuman chalisa original video 🙏🌺gulshan kumarhariharan full hd,Raghu Bhakti Dham,43937,514,25,92,3477,12,https://www.youtube.com/watch?v=p-e_Tm4dH1M,शर हनमन चलस shree hanuman chalisa original video gulshan kumarhariharan full hd,1.1698568404761363,0.056899651774131144,1.2836561440243985
Finding Harry: The Craft Behind the Magic Special | Official Trailer | HBO Max,Harry Potter,308825,13444,1128,1,1021,13,https://www.youtube.com/watch?v=0TsRwfhgeYc,Finding Harry The Craft Behind the Magic Special Official Trailer HBO Max,4.353274508216628,0.3652554035456974,5.083785315308022
Crazy Fan Girl forgot to stop recording… 😱,Ayush More,298531,9087,4352,5,1561,11,https://www.youtube.com/watch?v=8HWFXVZB8tI,Crazy Fan Girl forgot to stop recording,3.043904988091689,1.4578050520716441,5.959515092234977
"Guruthunda Music Video | Chennai Love Story | Kiran Abbavaraam, Sri Gouri Priya | Mani Sharma",T-Series Telugu,3497417,61278,1692,3,2030,16,https://www.youtube.com/watch?v=jOOiKHf0p6o,"Guruthunda Music Video Chennai Love Story Kiran Abbavaraam, Sri Gouri Priya Mani Sharma",1.7520930446669642,0.04837856052052129,1.8488501657080068
Darrendarr Modi : Dhurandhar 3 (trailer),Official PeeingHuman,200885,13634,1386,0,1107,11,https://www.youtube.com/watch?v=3hMiJPFzZZw,Darrendarr Modi Dhurandhar 3 trailer,6.786967668068796,0.6899469845931752,8.166861637255145
Frags highlights ||HunterZ || 🥷🏻,HunterZ Gamer,144641,10389,420,0,0,7,https://www.youtube.com/watch?v=IuBn7BRVSjs,Frags highlights HunterZ,7.182610739693448,0.29037409863040214,7.763358936954252
Tu Naja Mere Badshah | Amitabh Bachchan | Sridevi | Khuda Gawah | 90's Hit Hindi Songs,SuperHits Bollywood,84274,390,8,5,1622,15,https://www.youtube.com/watch?v=Rq-seKLDVRA,Tu Naja Mere Badshah Amitabh Bachchan Sridevi Khuda Gawah 90's Hit Hindi Songs,0.4627761824524765,0.009492844768255928,0.48176187198898834
Franklin Went Inside The Army’s Secret Garage in GTA 5!,HAMID-T GAMING,222121,4355,413,3,92,4,https://www.youtube.com/watch?v=dYOMF_f-zvk,Franklin Went Inside The Armys Secret Garage in GTA 5!,1.9606430729197148,0.18593469325277664,2.332512459425268
हनुमान जयंती Special - hanuman jayanti songs - हनुमान जी के भजन -Bhakti Songs - Hanuman Jayanti 2026,Kunj Kripa ,38331,376,10,68,1796,10,https://www.youtube.com/watch?v=AT33IAfLjxY,हनमन जयत Special - hanuman jayanti songs - हनमन ज क भजन -Bhakti Songs - Hanuman Jayanti 2026,0.980929273955806,0.02608854452010122,1.0331063629960084
🔴 FREE FIRE LIVE👻GARENA FREE FIRE💀GUILD TEST LIVE !! GAMING NINJA #fflive #shortslive #ff #shorts,NINJA TIME,349106,3558,0,93,4984,18,https://www.youtube.com/watch?v=oB2SOAc3fzk,FREE FIRE LIVEGARENA FREE FIREGUILD TEST LIVE !! GAMING NINJA #fflive #shortslive #ff #shorts,1.0191746919273803,0.0,1.0191746919273803
हनुमान जयंती स्पेशल : 10 सेकंड में आएगी खुसखबरी ज़रुर सुने ये हनुमान चौपाई  | Hanuman Jayanti  2026,नीम करौली बाबा  NEEM KAROLI BABA ,43475,1079,145,31,737,23,https://www.youtube.com/watch?v=Bbw0OBv1V4g,हनमन जयत सपशल 10 सकड म आएग खसखबर ज़रर सन य हनमन चपई Hanuman Jayanti 2026,2.4818861414606097,0.3335250143760782,3.148936170212766
Shift at Midnight Horror Got Even Crazier - More Shapeshifters,Live Insaan,1114976,37457,3774,0,682,13,https://www.youtube.com/watch?v=-6gBD1j14EA,Shift at Midnight Horror Got Even Crazier - More Shapeshifters,3.3594445082225985,0.33848262204747004,4.036409752317539
Fantastic Five (Jukebox) Dulla | Deepak Dhillon | Gurlez Akhtar |Sukhpreet Kaur|SKY|New Punjabi Song,GurBilling Music,88232,4221,217,20,2563,4,https://www.youtube.com/watch?v=7Esd9pa0kpE,Fantastic Five Jukebox Dulla Deepak Dhillon Gurlez Akhtar Sukhpreet KaurSKYNew Punjabi Song,4.783978601867803,0.24594251518723367,5.27586363224227
"BE BOOYAH WATCH PARTY DAY-2 || TG, GDR, TSG 🇮🇳 vs WAG, BTR, HEV, DRS, GOW  #iQOO15 #nonstopgaming",Nonstop Gaming,150543,9594,68,8,2158,15,https://www.youtube.com/watch?v=a6Eos45y4PM,"BE BOOYAH WATCH PARTY DAY-2 TG, GDR, TSG vs WAG, BTR, HEV, DRS, GOW #iQOO15 #nonstopgaming",6.372929993423806,0.045169818590037394,6.4632696306038815
"Pavazha Malli Unplugged (From ""Think Indie"")",Sai Abhyankkar - Topic,244253,7362,129,0,302,16,https://www.youtube.com/watch?v=CvvsvZii2IQ,Pavazha Malli Unplugged From Think Indie,3.014087851530994,0.052814090308000314,3.1197160321469948
DELETE PRANK लेकिन Gussa हो Gye 🥲😂 अब Kya होगा 😱 Garena Free Fire Max 🔥😈 Y GAMING,Y GAMING,131537,8594,911,8,239,7,https://www.youtube.com/watch?v=0L2tmfqVMSY,DELETE PRANK लकन Gussa ह Gye अब Kya हग Garena Free Fire Max Y GAMING,6.533522887096406,0.6925807947573687,7.918684476611143
Hanuman Jayanti Bhajan 2026 हनुमान जयंती के नॉनस्टॉप भजन Hanuman Janamotsav Bhajan | Hanuman Bhajan,Supertone Digital,190753,905,59,10,4935,22,https://www.youtube.com/watch?v=rRCMTdGNyTc,Hanuman Jayanti Bhajan 2026 हनमन जयत क ननसटप भजन Hanuman Janamotsav Bhajan Hanuman Bhajan,0.47443552657101073,0.030930050903524454,0.5362956283780597
4.3 UPDATE IS HERE IN BGMI SOLO VS SQUAD🔥 #bgmi #bgmilive #shortsfeed #shortslive,NeonXPawanOP,122437,1917,0,4,100,22,https://www.youtube.com/watch?v=8VevNUx1wOw,4.3 UPDATE IS HERE IN BGMI SOLO VS SQUAD #bgmi #bgmilive #shortsfeed #shortslive,1.5657031779609105,0.0,1.5657031779609105
Panguni Uthiram 2026 Powerful Murugan Suprabatham And Kavasam |  TAMIL LYRICS,Emusic Abirami,136948,818,39,18,3422,21,https://www.youtube.com/watch?v=d6kisoWdUH4,Panguni Uthiram 2026 Powerful Murugan Suprabatham And Kavasam TAMIL LYRICS,0.5973070070391682,0.028477962438297748,0.6542629319157637
New Update in INDIAN BIKE DRIVING 3D😱 Army Helocopter,Target siblings Gamerz,120678,3681,766,0,435,9,https://www.youtube.com/watch?v=QfjQb6rcBSM,New Update in INDIAN BIKE DRIVING 3D Army Helocopter,3.050265997116293,0.6347470127115132,4.319760022539319
"Dil Ka Kya Kare Sahib Hum Unhi Pe Marte Hain | Jeet | Sunny Deol, Tabu | Kavita Krishnamurthy",Tips Official,205241,1382,33,7,3629,5,https://www.youtube.com/watch?v=VYnhTXsXqH4,"Dil Ka Kya Kare Sahib Hum Unhi Pe Marte Hain Jeet Sunny Deol, Tabu Kavita Krishnamurthy",0.6733547390628578,0.016078658747521207,0.7055120565579003
"Madam Ji (Official Video) Masoom Sharma | Amar Karnawal, Pinna Music | New Haryanvi Song 2025",@ Dev gamer,131943,0,15,9,2026,15,https://www.youtube.com/watch?v=Cwb_JYL_K20,"Madam Ji Official Video Masoom Sharma Amar Karnawal, Pinna Music New Haryanvi Song 2025",0.0,0.01136854550828767,0.02273709101657534
பங்குனி உத்திரத்தில் நினைத்த காரியத்தில் வெற்றி தரும் முருகன் பாடலை கேளுங்கள் | Apoorva Audios,ApoorvaAudios,107974,836,163,21,1168,23,https://www.youtube.com/watch?v=DHu_77Cj5Y4,பஙகன உததரததல நனதத கரயததல வறற தரம மரகன படல களஙகள Apoorva Audios,0.7742604701131754,0.15096226869431528,1.076185007501806
Franklin Traps ALL HAUNTED GHOST Inside Evil Watch In Indian Bike Driving 3D! 😱,NessFit Gamer,146823,0,7,4,1678,13,https://www.youtube.com/watch?v=A4N2_El-2uk,Franklin Traps ALL HAUNTED GHOST Inside Evil Watch In Indian Bike Driving 3D!,0.0,0.004767645396157277,0.009535290792314554
आज हनुमान जन्मोत्सव के दिन हनुमान जी की चमत्कारी जन्म कथा सुनने से सभी मनोकामनाएं पूर्ण होती है.....,Bhakti Darshan,101040,1547,158,17,1378,22,https://www.youtube.com/watch?v=otswaHyi-Bc,आज हनमन जनमतसव क दन हनमन ज क चमतकर जनम कथ सनन स सभ मनकमनए परण हत ह.....,1.531076801266825,0.15637371338083927,1.8438242280285035
Granny ♥️  | 🔥Noob Angry Granny Live Stream🔥| ⚡ Pro Granny Can not Catch Me ⚡,Itz Gamer Tony,797121,2793,0,4,179,9,https://www.youtube.com/watch?v=0FNobkfoKVs,Granny Noob Angry Granny Live Stream Pro Granny Can not Catch Me,0.3503859514427546,0.0,0.3503859514427546
Jay Hanuman | Nonstop DJ Mix | DJ Maddy Mumbai 2026,DJ Maddy Mumbai,45323,471,10,0,1039,3,https://www.youtube.com/watch?v=NDyOj2nkZME,Jay Hanuman Nonstop DJ Mix DJ Maddy Mumbai 2026,1.0392074664077842,0.022063852789974185,1.0833351719877324
Franklin Bought a New Car… Then Michael STOLE It 😭,Nadyummy,40176,1140,72,10,229,10,https://www.youtube.com/watch?v=KVBbaVnVra0,Franklin Bought a New Car Then Michael STOLE It,2.8375149342891275,0.17921146953405018,3.1959378733572277
Hanuman Chalisa | Shankar Mahadevan | HanumanJayanti 2026 | Devotional Bhajans of Hanuman,Times Music Spiritual,123684,620,36,12,1700,12,https://www.youtube.com/watch?v=PlyZDHrmGI8,Hanuman Chalisa Shankar Mahadevan HanumanJayanti 2026 Devotional Bhajans of Hanuman,0.501277448982892,0.029106432521587268,0.5594903140260665
WATCHPARTY DAY 2 BE BOOYAH  I TG FOZYAJAY I TOTAL GAMING ESPORTS | #iQOOTG,TG FozyAjay,111791,8230,137,123,3667,15,https://www.youtube.com/watch?v=TE34wbhBAVc,WATCHPARTY DAY 2 BE BOOYAH I TG FOZYAJAY I TOTAL GAMING ESPORTS #iQOOTG,7.361952214400086,0.12255011584116789,7.607052446082421
THIRD - เตือนแล้วนะ (Love Warning) [2026] | OFFICIAL MV,THIRD,983102,130366,5099,6,3520,11,https://www.youtube.com/watch?v=vYJL_SOWhMg,THIRD - เตอนแลวนะ Love Warning 2026 OFFICIAL MV,13.260678952946897,0.5186643908770402,14.298007734700978
Michael Got Kidnapped By Tommy Vercetti | Gta 5 Gameplay #646,Insane Gaming With Mayank,88170,7670,364,1,239,13,https://www.youtube.com/watch?v=2THFikekGpg,Michael Got Kidnapped By Tommy Vercetti Gta 5 Gameplay #646,8.699104003629353,0.41283883407054556,9.524781671770445
#Video | का मुंह देखइबू हमरा माई के | #Raushan Rohi का #दर्दभरा गाना | New #Sad Song 2026,Raushan Rohi Entertainment,640695,37366,2745,0,1016,2,https://www.youtube.com/watch?v=UAS3Y4YcwiE,#Video क मह दखइब हमर मई क #Raushan Rohi क #दरदभर गन New #Sad Song 2026,5.8321041993460225,0.4284409898625712,6.688986179071165
GTA V : Franklin And Shinchan Become GOLDEN BILLIONAIRE In GTA 5 Telugu | SHINCHAN and CHOP,Pennem Star,48950,748,15,6,339,11,https://www.youtube.com/watch?v=kDZv9Di27xo,GTA V Franklin And Shinchan Become GOLDEN BILLIONAIRE In GTA 5 Telugu SHINCHAN and CHOP,1.5280898876404496,0.030643513789581203,1.589376915219612
"हनुमान जयंती Special | हनुमान चालीसा, हनुमान भजन | Hanuman Jayanti Dj Song 2026 | Hanuman Song 2026",Chanda Pop Songs,56142,201,20,16,3600,12,https://www.youtube.com/watch?v=_KJzZcFGTdo,"हनमन जयत Special हनमन चलस, हनमन भजन Hanuman Jayanti Dj Song 2026 Hanuman Song 2026",0.358020733140964,0.03562395354636458,0.42926864023369316
ROBLOX GUESS THE CLONE OR LOSE !!,GemBlox,88818,2849,1865,4,521,12,https://www.youtube.com/watch?v=GxczqjgICE8,ROBLOX GUESS THE CLONE OR LOSE !!,3.207683127294017,2.099799590173163,7.407282307640344
Dhanya Dhanya Anjani Na Jaya Hanumanji | Gujarati Devotional Bhajan|ધન્ય ધન્ય અંજનીના જાયા હનુમાનજી,Bhakti Ras,26399,198,3,3,419,23,https://www.youtube.com/watch?v=TdUphhDD4so,Dhanya Dhanya Anjani Na Jaya Hanumanji Gujarati Devotional Bhajanધનય ધનય અજનન જય હનમનજ,0.7500284101670518,0.011364066820712906,0.7727565438084776
LIVE 🛑 GTA V SUPERCAR SPEED TEST  #gta5 #gaming #gtav,Hear Is Live,650733,5231,0,38,808,8,https://www.youtube.com/watch?v=2YxnWqsaPR8,LIVE GTA V SUPERCAR SPEED TEST #gta5 #gaming #gtav,0.803862720962361,0.0,0.803862720962361
Best Hanuman Chalisa | Daily Listening | MPD Bhakti Marathi Hanuman Jayanti Special,MPD Bhakti Marathi,17455,53,0,19,1450,12,https://www.youtube.com/watch?v=N3eDIA0nwro,Best Hanuman Chalisa Daily Listening MPD Bhakti Marathi Hanuman Jayanti Special,0.3036379260956746,0.0,0.3036379260956746
